drugName,avg_sentiment,avg_rating,review_count,avg_usefulness,demand,demand_scaled,effectiveness_score,sentiment_per_review,engagement_score,popularity,top_side_effects,sentiment_rating_proxy,sentiment_usefulness,rating_variation_proxy,insights,actions,performance_score,risk_score,opportunity_score,drug_category
Refresh PM,-0.34,10.0,1,9.0,29.0,0.008161009255569,10.0,-0.17,9.0,low,[],-0.34,-3.06,0.1,['Negative patient sentiment detected'],['Investigate patient complaints'],2.8646133124974518,0.6787183350025419,0.32897781250424685,High Performer
Regadenoson,-0.2329666666666666,6.333333333333333,3,5.0,4.70333333333334,0.0064586970857017,6.333333333333333,-0.0582416666666666,15.0,medium,"[('pain', 1)]",-0.6988999999999999,-1.164833333333333,0.5,['Negative patient sentiment detected'],['Investigate patient complaints'],1.8069128027510235,0.6215857067620114,0.3833508843038498,High Performer
Regimex,-0.8906,7.0,1,6.0,-42.05999999999999,0.0031822891516822,7.0,-0.4453,6.0,low,[],-0.8906,-5.3435999999999995,0.1428571428571428,['Negative patient sentiment detected'],['Investigate patient complaints'],1.7428704853916266,0.9511475216054127,0.05618252434728882,High Performer
Reglan,-0.2806958904109589,4.931506849315069,73,22.73972602739726,423.4098630136986,0.0357947879518474,4.931506849315069,-0.0037931877082562,1660.0,high,"[('nausea', 24), ('pain', 18), ('vomiting', 12)]",-20.4908,-6.382947644961531,3.0750144258511254,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.3761282696829191,0.6698387697952397,0.34472776970655006,High Performer
Relafen,0.0002888888888888,8.444444444444445,9,75.77777777777777,225.5844444444444,0.0219344250403561,8.444444444444445,2.888888888888e-05,682.0,medium,"[('pain', 5), ('dizziness', 1)]",0.0025999999999992,0.0218913580246846,0.1172214182344428,['High market demand'],['Increase production and distribution'],2.538219708165044,0.5733232287389849,0.4921930789841849,High Performer
Relistor,-0.0561187499999999,7.625,16,23.25,135.888125,0.0156499771250352,7.625,-0.0033011029411764,372.0,high,"[('pain', 8), ('constipation', 4), ('nausea', 2)]",-0.8978999999999984,-1.3047609374999976,0.6597938144329897,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.2679263581144067,0.5520024958062192,0.46715086147598844,High Performer
Relpax,0.1412328358208955,8.805970149253731,67,11.626865671641792,407.3770149253731,0.0346714687413223,8.805970149253731,0.0020769534679543,779.0,high,"[('pain', 25), ('headache', 20), ('nausea', 8)]",9.462599999999998,1.642095210514591,5.306146572104018,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.7068996761537316,0.44760472168247745,0.5562572561616909,High Performer
Remeron,0.1642344827586206,7.7011494252873565,87,83.95402298850574,660.3314942528735,0.0523943726478246,7.7011494252873565,0.0018663009404388,7303.999999999999,high,"[('anxiety', 37), ('insomnia', 19), ('weight gain', 13)]",14.288399999999992,13.788145541022583,1.0240833446083075,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.39000377785815,0.5074343851705411,0.5588419794318186,High Performer
Remeron SolTab,0.3855333333333333,9.333333333333334,3,20.333333333333332,113.22,0.0140617664628494,9.333333333333334,0.0963833333333333,61.0,medium,"[('weight gain', 2), ('insomnia', 1), ('anxiety', 1)]",1.1566,7.839177777777777,0.140625,['Multiple side effects reported'],['Review drug safety profile'],2.956607789918213,0.32700875301400506,0.6887759056918678,High Performer
Remicade,0.0405894736842105,7.355263157894737,76,26.69736842105263,473.4536842105263,0.039301038707096,7.355263157894737,0.0005271360218728,2029.0,high,"[('pain', 26), ('fever', 4), ('weight loss', 2)]",3.084799999999998,1.0836321329639882,2.7439429928741093,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.2328276699969654,0.5133009897827019,0.5036065149173381,High Performer
Remodulin,-0.9648,4.0,1,0.0,-87.48,0.0,4.0,-0.4824,0.0,low,"[('nausea', 1), ('dizziness', 1), ('pain', 1)]",-0.9648,-0.0,1.0,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",0.8122299111283762,0.9825058948111542,0.02068348145270632,High Performer
Renvela,0.0258,4.0,1,7.0,37.58,0.0087621550266265,4.0,0.0129,7.0,low,[],0.0258,0.1806,0.125,['Underrated drug opportunity'],['Increase marketing efforts'],1.2111147684018704,0.49390445940445565,0.5115753859968827,High Performer
Repaglinide,0.4906,8.0,2,24.0,120.06,0.0145410015530631,8.0,0.1635333333333333,48.0,low,[],0.9812,11.7744,0.08,[],[],2.5987791137394507,0.27787829679934206,0.7410681437675821,High Performer
Repatha,-0.2331649999999999,6.1,20,29.05,156.7835,0.01711398252316,6.1,-0.0111030952380952,581.0,high,"[('pain', 9), ('weakness', 2), ('diarrhea', 2)]",-4.663299999999998,-6.773443249999997,0.6655574043261231,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.7400497682739393,0.646499439285286,0.3778912195434342,High Performer
Reprexain,-0.1475,8.666666666666666,3,7.666666666666667,58.583333333333336,0.0102337243752798,8.666666666666666,-0.036875,23.0,medium,"[('pain', 3)]",-0.4425,-1.1308333333333334,0.3461538461538461,['Negative patient sentiment detected'],['Investigate patient complaints'],2.5422389617405416,0.5814042075594597,0.4241850637657631,High Performer
Requip,-0.2622710526315789,6.7105263157894735,38,32.23684210526316,252.24657894736845,0.0238024704254144,6.7105263157894735,-0.0067248987854251,1225.0,high,"[('nausea', 7), ('pain', 5), ('vomiting', 5)]",-9.9663,-8.454790512465372,1.1433095803642122,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.913584162625862,0.6660081818719602,0.35997332544812427,High Performer
Requip XL,0.9176,9.0,1,25.0,149.76,0.01662189076057,9.0,0.4588,25.0,low,[],0.9176,22.94,0.0384615384615384,[],[],3.0702072303316683,0.06522933978723082,0.9535212827805521,High Performer
Reserpine,-0.1282499999999999,9.5,2,11.0,66.17500000000001,0.0107656239454366,9.5,-0.0427499999999999,22.0,low,[],-0.2564999999999998,-1.4107499999999988,0.1666666666666666,['Negative patient sentiment detected'],['Investigate patient complaints'],2.800099515673065,0.5748631054117822,0.4335424738782255,High Performer
Restasis,-0.1400954545454545,5.590909090909091,22,28.818181818181817,179.62681818181818,0.0187144678520554,5.590909090909091,-0.0060911067193675,634.0,high,"[('pain', 4), ('headache', 1), ('dizziness', 1)]",-3.0820999999999987,-4.037296280991733,0.7378048780487805,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.6250334203672496,0.5999546205996346,0.4236208145394323,High Performer
Restoril,0.2847631578947368,8.263157894736842,19,60.473684210526315,284.4236842105263,0.0260569145692164,8.263157894736842,0.0142381578947368,1149.0,high,"[('insomnia', 7), ('constipation', 1), ('anxiety', 1)]",5.410499999999999,17.220677285318555,0.3090753424657534,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.5988678246857617,0.4174999767330087,0.6323562571026775,High Performer
Retapamulin,0.5278499999999999,7.0,4,7.5,117.785,0.0143816068410403,7.0,0.1055699999999999,30.0,medium,[],2.1113999999999997,3.958874999999999,0.4705882352941176,[],[],2.313631000431461,0.24367561273744,0.7597733326142316,High Performer
Retin A Micro,0.9713,10.0,1,20.0,161.13,0.0174185140026357,10.0,0.48565,20.0,low,[],0.9713,19.426,0.0476190476190476,[],[],3.3919276911280836,0.03359465079201547,0.9799705147865276,High Performer
Retin-A,0.6944454545454546,8.863636363636363,22,41.95454545454545,287.3536363636364,0.026262197593254,8.863636363636363,0.030193280632411,923.0,high,"[('pain', 1), ('rash', 1)]",15.2778,29.135143388429753,0.5121693121693122,['High market demand'],['Increase production and distribution'],2.942946248714955,0.19525484895979112,0.8370941309296205,High Performer
Retisert,-0.8176,10.0,1,16.0,3.239999999999995,0.0063561706702028,10.0,-0.4088,16.0,low,"[('pain', 1)]",-0.8176,-13.0816,0.0588235294117647,['Negative patient sentiment detected'],['Investigate patient complaints'],2.67302852181006,0.9242168995958433,0.0910857969832331,High Performer
Retre-Gel,0.7609,10.0,1,23.0,131.09,0.0153138031678375,10.0,0.38045,23.0,low,[],0.7609,17.500700000000002,0.0416666666666666,[],[],3.3071323839755506,0.14166546418914466,0.8758293600407491,High Performer
Revatio,0.40605,9.5,2,31.5,135.60500000000002,0.0156301403655444,9.5,0.13535,63.0,low,[],0.8121,12.790575,0.0615384615384615,[],[],3.015287870386792,0.32733033029216496,0.6982452160220137,High Performer
Revia,0.48725,9.25,4,119.5,307.725,0.027689488863729,9.25,0.09745,478.0,medium,[],1.949,58.226375,0.0331950207468879,['High market demand'],['Increase production and distribution'],2.9764079858027026,0.37115264623026295,0.7327783569954955,High Performer
Revlimid,-0.18568,5.8,5,23.2,86.832,0.0122129279306039,5.8,-0.0309466666666666,116.0,medium,"[('pain', 1)]",-0.9284,-4.3077760000000005,0.2066115702479339,['Negative patient sentiment detected'],['Investigate patient complaints'],1.6675643845096118,0.6155704309935703,0.4040993591506471,High Performer
Rexulti,0.1263454545454545,6.863636363636363,66,37.86363636363637,419.3618181818182,0.0355111673187779,6.863636363636363,0.0018857530529172,2499.0,high,"[('anxiety', 25), ('insomnia', 6), ('weight gain', 5)]",8.338799999999997,4.783898347107437,1.6982456140350877,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.1184980510485754,0.4800494751090385,0.5483911270402532,High Performer
Reyataz,0.128,10.0,1,7.0,65.8,0.0107393500918065,10.0,0.064,7.0,low,[],0.128,0.896,0.125,[],[],3.0525915849080114,0.4428044594044557,0.5616806918199808,High Performer
Rezira,0.7717,10.0,1,2.0,90.17,0.012446800259717,10.0,0.38585,2.0,low,[],0.7717,1.5434,0.3333333333333333,[],[],3.310586978892939,0.11616977040924034,0.8826717018451015,High Performer
Rheumatrex Dose Pack,0.3818,2.0,1,113.0,317.18,0.0283519402932569,2.0,0.1909,113.0,low,"[('nausea', 1), ('fatigue', 1), ('pain', 1)]",0.3818,43.1434,0.0087719298245614,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",0.7594279468255787,0.4173398661030203,0.6797200886240353,High Performer
Rhinocort,-0.0408,10.0,2,5.5,40.92,0.0089961674829589,10.0,-0.0136,11.0,low,[],-0.0816,-0.2244,0.3076923076923077,['Negative patient sentiment detected'],['Investigate patient complaints'],2.9845454050826117,0.5258749475170453,0.4781576581956477,High Performer
Rhinocort Aqua,0.8225,3.0,1,8.0,139.25,0.0158855222228293,3.0,0.41125,8.0,low,[],0.8225,6.58,0.1111111111111111,[],[],1.2319449574231094,0.09651139720349874,0.906341737628151,High Performer
Rho (d) immune globulin,0.0926,3.0,1,0.0,59.26,0.0102811340844969,3.0,0.0463,0.0,low,[],0.0926,0.0,1.0,['Underrated drug opportunity'],['Increase marketing efforts'],0.9382932723654825,0.45380589481115424,0.5442112127241955,High Performer
Rhofade,-0.1530125,3.125,8,3.5,48.69875,0.0095411747867601,3.125,-0.0170013888888888,28.0,medium,[],-1.2241,-0.53554375,1.7777777777777777,['Negative patient sentiment detected'],['Investigate patient complaints'],0.8773249155856995,0.5807026907858848,0.4217772240238342,High Performer
Ribavirin,-0.10765,5.75,4,13.25,64.735,0.0106647323474969,5.75,-0.02153,53.0,medium,"[('fatigue', 2), ('anxiety', 1), ('insomnia', 1)]",-0.4306,-1.4263625,0.2807017543859649,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.68330906153526,0.5669280050819376,0.44389323077456627,High Performer
Riboflavin,-0.3368333333333333,3.6666666666666665,3,14.666666666666666,58.650000000000006,0.0102383952825918,3.6666666666666665,-0.0842083333333333,44.0,medium,"[('headache', 2), ('diarrhea', 1)]",-1.0105,-4.940222222222221,0.1914893617021276,['Negative patient sentiment detected'],['Investigate patient complaints'],0.9665070383209959,0.6827694388194278,0.3295160472427844,High Performer
Ridaura,0.31725,10.0,2,12.5,80.725,0.0117850494662859,10.0,0.10575,25.0,low,[],0.6345,3.965625,0.1481481481481481,[],[],3.128607229357131,0.35354851211034677,0.6557796177381148,High Performer
Rifampin,-0.2834,6.0,4,5.75,35.16,0.0085926010912,6.0,-0.0566799999999999,23.0,medium,"[('pain', 2), ('nausea', 1), ('vomiting', 1)]",-1.1336,-1.6295499999999998,0.5925925925925926,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.6873835885313933,0.6476259715891145,0.3570606857810111,High Performer
Rifaximin,0.0126499999999999,6.642857142857143,28,36.92857142857143,263.1221428571429,0.0245644516902427,6.642857142857143,0.0004362068965517,1034.0,high,"[('diarrhea', 8), ('pain', 6), ('nausea', 2)]",0.3541999999999972,0.4671464285714248,0.7382297551789077,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.003481835911302,0.5319784005769808,0.4970505115764021,High Performer
Rilonacept,0.9515,10.0,2,5.5,126.15,0.0149676889360165,10.0,0.3171666666666666,11.0,low,"[('pain', 1)]",1.903,5.23325,0.3076923076923077,[],[],3.3832679093639157,0.029724947517045342,0.9713034843934739,High Performer
Riluzole,0.40195,7.5,2,19.0,100.195,0.0131491879467626,7.5,0.1339833333333333,38.0,low,[],0.8039,7.63705,0.1,[],[],2.412898994678696,0.3174186078041267,0.697443342202173,High Performer
Riociguat,-0.5482,1.0,1,0.0,-31.82,0.0038997405148091,1.0,-0.2741,0.0,low,[],-0.5482,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],0.0800470481493476,0.7742058948111543,0.22702158641775394,High Risk
Risedronate,-0.33049,3.3,10,63.6,170.151,0.0180505578255623,3.3,-0.0300445454545454,636.0,medium,"[('pain', 3), ('diarrhea', 2), ('vomiting', 1)]",-3.3049,-21.019164,0.1547987616099071,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",0.8614024736122045,0.7271651921306812,0.32875754397965895,High Performer
Risperdal,-0.0690904109589041,6.287671232876712,73,41.67123287671233,488.43342465753426,0.0403505733948883,6.287671232876712,-0.0009336542021473,3042.0,high,"[('weight gain', 9), ('anxiety', 8), ('pain', 2)]",-5.0436,-2.8790826046162503,1.7107544141252005,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.8689949407730961,0.5821523045661646,0.4482385690311409,High Performer
Risperdal Consta,0.3331166666666666,7.0,6,30.333333333333332,140.97833333333332,0.0160066154948936,7.0,0.0475880952380952,182.0,medium,"[('pain', 1), ('insomnia', 1), ('weight gain', 1)]",1.9986999999999997,10.104538888888888,0.1914893617021276,['Multiple side effects reported'],['Review drug safety profile'],2.2362281761047105,0.36310414877123176,0.6615891509365937,High Performer
Risperdal M-Tab,-0.6808,10.0,1,46.0,77.92,0.0115885210411325,10.0,-0.3404,46.0,low,[],-0.6808,-31.316799999999997,0.0212765957446808,['Negative patient sentiment detected'],['Investigate patient complaints'],2.7293279072345324,0.8845250335671352,0.1568534879424454,High Performer
Risperidone,0.0067042682926829,6.341463414634147,164,32.34146341463415,915.3533536585368,0.0702621246651841,6.341463414634147,4.0631929046563026e-05,5304.0,high,"[('anxiety', 25), ('weight gain', 25), ('pain', 7)]",1.0994999999999957,0.2168258477096957,4.918800292611558,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",1.9244792714101882,0.5449633837007878,0.4710879013082228,High Performer
Ritalin,0.3103436363636364,7.4,55,41.07272727272727,394.1798181818182,0.0337468254998069,7.4,0.0055418506493506,2259.0,high,"[('anxiety', 2), ('pain', 2), ('diarrhea', 1)]",17.0689,12.746659537190082,1.3072601555747625,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.352473847950083,0.38995644166872534,0.6412778291741046,High Performer
Ritalin LA,0.3861,9.0,7,16.571428571428573,125.75285714285717,0.0149398636738863,9.0,0.0482625,116.0,medium,"[('insomnia', 1)]",2.7027,6.398228571428572,0.3983739837398373,[],[],2.857099510306069,0.32354909006222193,0.6886174828232188,High Performer
Ritalin-SR,0.3015,9.0,2,20.0,80.15,0.0117447628907197,9.0,0.1004999999999999,40.0,low,[],0.603,6.029999999999999,0.0952380952380952,[],[],2.822295068850716,0.36860054560316974,0.6479248852488064,High Performer
Rituxan,0.0684,7.909090909090909,11,68.72727272727273,220.29454545454547,0.0215637956222793,7.909090909090909,0.0057,756.0000000000001,medium,"[('pain', 4), ('nausea', 1)]",0.7524000000000001,4.700945454545455,0.1577574967405475,[],[],2.404746217480643,0.5327325680205655,0.5264350920777153,High Performer
Rituximab,0.0978026315789473,8.289473684210526,38,33.1578947368421,277.0960526315789,0.0255435142503875,8.289473684210526,0.0025077597840755,1260.0,high,"[('pain', 15), ('nausea', 4), ('headache', 4)]",3.7164999999999977,3.2429293628808837,1.1124807395993837,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.5318233810696857,0.4868527298447632,0.5391342771645582,High Performer
Rivaroxaban,-0.2206913793103448,6.517241379310345,58,30.379310344827587,341.68948275862067,0.0300691631267245,6.517241379310345,-0.0037405318527177,1762.0,high,"[('headache', 13), ('pain', 12), ('fatigue', 4)]",-12.8001,-6.704451902497027,1.848351648351648,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.874122152759439,0.6455586990799446,0.377610492527372,High Performer
Rivastigmine,-0.269,7.125,8,28.375,108.85,0.0137555884885462,7.125,-0.0298888888888888,227.0,medium,"[('rash', 1), ('nausea', 1), ('headache', 1)]",-2.152,-7.632875,0.2723404255319149,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.032202036736125,0.662500268537081,0.36166327210645766,High Performer
Rizatriptan,0.0456499999999999,9.15686274509804,102,10.558823529411764,566.6826470588235,0.0458329963710044,9.15686274509804,0.0004432038834951,1077.0,high,"[('pain', 33), ('headache', 29), ('nausea', 10)]",4.65629999999999,0.482010294117646,8.82442748091603,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.777303428685629,0.4980804080864533,0.5028506580729721,High Performer
Robaxin,-0.28588125,7.5,16,114.8125,295.036875,0.0268005130261533,7.5,-0.016816544117647,1837.0,high,"[('pain', 11), ('headache', 3), ('nausea', 1)]",-4.5741,-32.822741015625,0.1381543443065299,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",2.141887148367126,0.7545033630310997,0.34665996105479047,High Performer
Robaxin-750,-0.07184,6.2,10,97.4,271.616,0.0251595619817807,6.2,-0.006530909090909,974.0,medium,"[('pain', 6), ('rash', 1), ('insomnia', 1)]",-0.7184,-6.997216000000001,0.1016260162601626,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.8370083271485476,0.6301846897383367,0.4545061214190869,High Performer
Robitussin CoughGels Long-Acting,0.9392,10.0,1,6.0,129.92000000000002,0.0152318287445115,10.0,0.4696,6.0,low,[],0.9392,5.6352,0.1428571428571428,[],[],3.378427639988584,0.036247521605412614,0.965020600019026,High Performer
Rocaltrol,-0.8957,10.0,1,0.0,-82.57000000000001,0.0003440123235305,10.0,-0.44785,0.0,low,[],-0.8957,-0.0,1.0,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6399737512788066,0.9479558948111544,0.0550604145353219,High Performer
Rocephin,-0.0711129032258064,8.741935483870968,31,18.580645161290324,187.05,0.0192345627655508,8.741935483870968,-0.0022222782258064,576.0,high,"[('pain', 12), ('fever', 5), ('vomiting', 3)]",-2.2044999999999986,-1.321323621227887,1.5831960461285006,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.5980913494795326,0.5566197124441303,0.45785043903948913,High Performer
Roflumilast,-0.1683411764705882,7.588235294117647,17,40.94117647058823,197.0482352941177,0.0199350752206904,7.588235294117647,-0.0093522875816993,696.0,high,"[('insomnia', 2), ('headache', 2), ('diarrhea', 2)]",-2.8617999999999992,-6.892085813148786,0.4053295932678822,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.213301433002463,0.6251489593269147,0.4088838861723657,High Performer
Rogaine,0.0949444444444444,5.444444444444445,9,74.66666666666667,232.82777777777775,0.0224419191198076,5.444444444444445,0.0094944444444444,672.0,medium,"[('headache', 1)]",0.8544999999999996,7.089185185185182,0.118942731277533,['High market demand'],['Increase production and distribution'],1.676235117520251,0.524932186740048,0.5392655448736556,High Performer
Rogaine Men's Extra Strength,-0.3612,1.0,1,31.0,48.879999999999995,0.0095538738160147,1.0,-0.1806,31.0,low,"[('pain', 1)]",-0.3612,-11.1972,0.03125,['Negative patient sentiment detected'],['Investigate patient complaints'],0.1565537487888085,0.7103709665814892,0.3176770853519858,High Risk
Rogaine Women's,0.5922666666666666,10.0,3,57.0,206.22666666666663,0.0205781492538546,10.0,0.1480666666666666,171.0,medium,[],1.7767999999999995,33.7592,0.0517241379310344,[],[],3.2412680939761325,0.258729805645584,0.7888642878175569,High Performer
Rolapitant,-0.8135,10.0,1,7.0,-46.349999999999994,0.0028817162661534,10.0,-0.40675,7.0,low,"[('nausea', 1), ('vomiting', 1)]",-0.8135,-5.6945,0.125,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6736197574394174,0.9135544594044557,0.09488373760097096,High Performer
Romiplostim,0.9195,10.0,1,0.0,144.95,0.0162848847980074,10.0,0.45975,0.0,low,[],0.9195,0.0,1.0,[],[],3.3708655050519187,0.04035589481115426,0.9546408249134685,High Performer
Ropinirole,0.0757070588235294,6.964705882352941,85,22.352941176470587,488.2765882352941,0.0403395848690168,6.964705882352941,0.0008803146374829,1900.0,high,"[('nausea', 17), ('pain', 9), ('vomiting', 7)]",6.435099999999999,1.6922754325259513,3.639798488664987,"['Multiple side effects reported', 'High market demand']","['Review drug safety profile', 'Increase production and distribution']",2.1300210066414276,0.49253790386789764,0.520642832068209,High Performer
Rosiglitazone,-0.3955999999999999,4.666666666666667,3,17.666666666666668,56.77333333333335,0.0101069092417583,4.666666666666667,-0.0988999999999999,53.0,medium,[],-1.1867999999999996,-6.988933333333332,0.1607142857142857,['Negative patient sentiment detected'],['Investigate patient complaints'],1.2429606825812187,0.7150235855498902,0.300198862364636,High Performer
Rosuvastatin,-0.3141571428571428,6.685714285714286,35,68.05714285714286,324.6985714285714,0.0288787185471822,6.685714285714286,-0.0087265873015873,2382.0000000000005,high,"[('pain', 13), ('headache', 3), ('weakness', 2)]",-10.995499999999998,-21.380637551020406,0.5068266446007447,"['Negative patient sentiment detected', 'Multiple side effects reported', 'High market demand']","['Investigate patient complaints', 'Review drug safety profile', 'Increase production and distribution']",1.8869183834597705,0.7259113423138439,0.3314765037575256,High Performer
Rotigotine,-0.1787,9.25,12,25.583333333333332,115.29666666666664,0.014207265225619,9.25,-0.0137461538461538,307.0,medium,"[('headache', 1), ('diarrhea', 1), ('rash', 1)]",-2.1444,-4.571741666666666,0.45141065830721,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",2.705958375399352,0.615102396426036,0.4065860410010799,High Performer
Rowasa,0.0174,6.8,5,8.4,65.53999999999999,0.0107211335532896,6.8,0.0029,42.0,medium,"[('nausea', 1), ('insomnia', 1)]",0.087,0.1461599999999999,0.5319148936170213,[],[],2.048346086244241,0.499867751567733,0.506389856259598,High Performer
Roxicet,-0.34478,8.6,10,21.6,65.72200000000001,0.0107338851302514,8.6,-0.0313436363636363,216.0,medium,"[('pain', 8), ('headache', 1)]",-3.4478,-7.447248,0.4424778761061946,['Negative patient sentiment detected'],['Investigate patient complaints'],2.44347793530888,0.6941188045708727,0.325293441151866,High Performer
Roxicodone,-0.2266041666666667,9.041666666666666,24,57.583333333333336,257.50625,0.0241709819650931,9.041666666666666,-0.0090641666666666,1382.0,high,"[('pain', 22), ('constipation', 1)]",-5.4385,-13.04862326388889,0.4096728307254623,"['Negative patient sentiment detected', 'High market demand']","['Investigate patient complaints', 'Increase production and distribution']",2.6273042575159873,0.6709472270625985,0.3776213763622433,High Performer
Roxicodone Intensol,-0.9446,10.0,1,22.0,-12.459999999999994,0.005256171998221,10.0,-0.4723,22.0,low,[],-0.9446,-20.7812,0.0434782608695652,['Negative patient sentiment detected'],['Investigate patient complaints'],2.621896487113164,0.9934585263901016,0.02813918814472699,High Performer
Royal jelly,0.9822,10.0,1,20.0,184.22,0.0190362827501554,10.0,0.4911,20.0,low,"[('headache', 1)]",0.9822,19.644,0.0476190476190476,[],[],3.396776014768296,0.02814465079201552,0.98460664205284,High Performer
Rozerem,-0.1649846153846154,5.538461538461538,26,36.46153846153846,197.42461538461535,0.0199614457684424,5.538461538461538,-0.0061105413105413,948.0,high,"[('insomnia', 4), ('anxiety', 2), ('pain', 1)]",-4.2896,-6.015592899408285,0.6940451745379878,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.599719890692202,0.6201369971474269,0.4105489001283812,High Performer
Rozex,-0.7506,1.0,1,23.0,12.939999999999998,0.0070357876841023,1.0,-0.3753,23.0,low,[],-0.7506,-17.2638,0.0416666666666666,['Negative patient sentiment detected'],['Investigate patient complaints'],3.366426610431348e-05,0.8974154641891448,0.12424389288982601,High Risk
Ruconest,0.6461,10.0,1,34.0,170.61,0.0180827170224056,10.0,0.32305,34.0,low,[],0.6461,21.9674,0.0285714285714285,[],[],3.26204818086863,0.20959177997861836,0.8170363652189503,High Performer
Rufinamide,-0.0891999999999999,10.0,4,9.5,56.08000000000001,0.0100583318057133,10.0,-0.0178399999999999,38.0,medium,[],-0.3567999999999996,-0.847399999999999,0.3809523809523809,['Negative patient sentiment detected'],['Investigate patient complaints'],2.965506019477831,0.554114488335526,0.4534233008702816,High Performer
Ruxolitinib,-0.1791,9.0,3,8.333333333333334,56.75666666666667,0.0101057415149303,9.0,-0.044775,25.0,medium,[],-0.5373,-1.4925000000000002,0.3214285714285714,['Negative patient sentiment detected'],['Investigate patient complaints'],2.6295603301027715,0.597842166092155,0.40844944982871395,High Performer
Rytary,-0.2633857142857143,3.7142857142857144,7,30.571428571428573,74.80428571428573,0.0113702228515427,3.7142857142857144,-0.0329232142857142,214.0,medium,"[('pain', 2), ('anxiety', 1), ('nausea', 1)]",-1.8437,-8.052077551020409,0.2217194570135746,"['Negative patient sentiment detected', 'Multiple side effects reported']","['Investigate patient complaints', 'Review drug safety profile']",1.010513442478033,0.6616890763916821,0.365670453012802,High Performer
Rythmol SR,-0.152925,9.083333333333334,12,39.0,137.70749999999998,0.0157774491048974,9.083333333333334,-0.0117634615384615,468.0,medium,"[('anxiety', 1)]",-1.8351,-5.964075,0.3,['Negative patient sentiment detected'],['Investigate patient complaints'],2.666742335542857,0.6150538118965304,0.41868360742857164,High Performer
Ryzolt,-0.411375,6.75,4,20.0,43.8625,0.0092023296544434,6.75,-0.082275,80.0,medium,"[('pain', 4)]",-1.6455,-8.2275,0.1904761904761904,['Negative patient sentiment detected'],['Investigate patient complaints'],1.8613776351523958,0.7252498352254783,0.2927664414126734,High Performer
